apicode,primary_screw,recip,sales_delivery_point
"49-019-27104","Jack Daniels","Whiskey Draw","Fort Union"
"49-019-27105","Jack Daniels","Whiskey Draw","Fort Union"
"49-019-27106","Jack Daniels","Whiskey Draw","Fort Union"
"49-019-27107","Jack Daniels","Whiskey Draw","Fort Union"
"49-019-27109","Jack Daniels","Whiskey Draw","Fort Union"
"49-019-27110","Jack Daniels","Whiskey Draw","Fort Union"
"49-019-27111","Jack Daniels","Whiskey Draw","Fort Union"
"49-019-27117","Glasair","Legacy","Fort Union"
"49-019-27118","Glasair","Legacy","Fort Union"
"49-019-27125","Irvine","Fletcher/Tex","Fort Union"
"49-019-27126","Irvine","Fletcher/Tex","Fort Union"
"49-019-27132","Kessler","Whiskey Draw","Fort Union"
"49-019-27133","Crow","Indian Creek","Fort Union"
"49-019-27138","Crow","Indian Creek","Fort Union"
"49-019-27139","Glasair","Legacy","Fort Union"
"49-019-27210","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-27211","Deer Gulch","Falcon","Fort Union"
"49-019-27212","Deer Gulch","Falcon","Fort Union"
"49-019-27238","Bruin","Bear Draw","Fort Union"
"49-019-27239","Gary","Gary","Fort Union"
"49-019-27240","Gary","Gary","Fort Union"
"49-019-27241","Gary","Gary","Fort Union"
"49-019-27242","Gary","Gary","Fort Union"
"49-019-27243","Gary","Gary","Fort Union"
"49-019-27244","Gary","Gary","Fort Union"
"49-019-27245","Gary","Gary","Fort Union"
"49-019-27267","Citation","Falcon","Fort Union"
"49-019-27268","Citation","Falcon","Fort Union"
"49-019-27269","Citation","Falcon","Fort Union"
"49-019-27270","Citation","Falcon","Fort Union"
"49-019-27271","Citation","Falcon","Fort Union"
"49-019-27272","Citation","Falcon","Fort Union"
"49-019-27273","Citation","Falcon","Fort Union"
"49-019-27300","Gary","Gary","Fort Union"
"49-019-27301","Gary","Gary","Fort Union"
"49-019-27302","Gary","Gary","Fort Union"
"49-019-27303","Gary","Gary","Fort Union"
"49-019-27304","Gary","Gary","Fort Union"
"49-019-27305","Gary","Gary","Fort Union"
"49-019-27306","Gary","Gary","Fort Union"
"49-019-27307","Gary","Gary","Fort Union"
"49-019-27308","Gary","Gary","Fort Union"
"49-019-27309","Gary","Gary","Fort Union"
"49-019-27310","Gary","Gary","Fort Union"
"49-019-27311","Gary","Gary","Fort Union"
"49-019-27313","Gary","Gary","Fort Union"
"49-019-27314","Gary","Gary","Fort Union"
"49-019-27315","Gary","Gary","Fort Union"
"49-019-27316","Gary","Gary","Fort Union"
"49-019-27317","Gary","Gary","Fort Union"
"49-019-27318","Gary","Gary","Fort Union"
"49-019-27319","Gary","Gary","Fort Union"
"49-019-27320","Gary","Gary","Fort Union"
"49-019-27321","Gary","Gary","Fort Union"
"49-019-27322","Gary","Gary","Fort Union"
"49-019-27323","Gary","Gary","Fort Union"
"49-019-27324","Gary","Gary","Fort Union"
"49-019-27325","Gary","Gary","Fort Union"
"49-019-27326","Gary","Gary","Fort Union"
"49-019-27327","Gary","Gary","Fort Union"
"49-019-27328","Gary","Gary","Fort Union"
"49-019-27329","Gary","Gary","Fort Union"
"49-019-27330","Gary","Gary","Fort Union"
"49-019-27331","Gary","Gary","Fort Union"
"49-019-27332","Gary","Gary","Fort Union"
"49-019-27333","Gary","Gary","Fort Union"
"49-019-27334","Gary","Gary","Fort Union"
"49-019-27335","Gary","Gary","Fort Union"
"49-019-27336","Gary","Gary","Fort Union"
"49-019-27337","Gary","Gary","Fort Union"
"49-019-27338","Gary","Gary","Fort Union"
"49-019-27339","Gary","Gary","Fort Union"
"49-019-27340","Bruin","Bear Draw","Fort Union"
"49-019-27341","Bruin","Bear Draw","Fort Union"
"49-019-27342","Bruin","Bear Draw","Fort Union"
"49-019-27345","Bruin","Bear Draw","Fort Union"
"49-019-27346","Bruin","Bear Draw","Fort Union"
"49-019-27349","Bruin","Bear Draw","Fort Union"
"49-019-27350","Bruin","Bear Draw","Fort Union"
"49-019-27351","Bruin","Bear Draw","Fort Union"
"49-019-27352","Bruin","Bear Draw","Fort Union"
"49-019-27353","Bruin","Bear Draw","Fort Union"
"49-019-27354","Bruin","Bear Draw","Fort Union"
"49-019-27355","Bruin","Bear Draw","Fort Union"
"49-019-27356","Bruin","Bear Draw","Fort Union"
"49-019-27357","Bruin","Bear Draw","Fort Union"
"49-019-27358","Bruin","Bear Draw","Fort Union"
"49-019-27359","Bruin","Bear Draw","Fort Union"
"49-019-27360","Bruin","Bear Draw","Fort Union"
"49-019-27361","Bruin","Bear Draw","Fort Union"
"49-019-27362","Bruin","Bear Draw","Fort Union"
"49-019-27363","Bruin","Bear Draw","Fort Union"
"49-019-27364","Pebble Beach","Augusta","Fort Union"
"49-019-27366","Pebble Beach","Augusta","Fort Union"
"49-019-27367","Pebble Beach","Augusta","Fort Union"
"49-019-27368","Pebble Beach","Augusta","Fort Union"
"49-019-27369","Pebble Beach","Augusta","Fort Union"
"49-019-27370","Pebble Beach","Augusta","Fort Union"
"49-019-27371","Pebble Beach","Augusta","Fort Union"
"49-019-27372","Pebble Beach","Augusta","Fort Union"
"49-019-27385","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-27386","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-27390","Gary","Gary","Fort Union"
"49-019-27402","The Chair","Table ountain","Thunder Creek"
"49-019-27422","Bruin","Bear Draw","Fort Union"
"49-019-27423","Bruin","Bear Draw","Fort Union"
"49-019-27467","Bruin","Bear Draw","Fort Union"
"49-019-27468","Bruin","Bear Draw","Fort Union"
"49-019-27469","Bruin","Bear Draw","Fort Union"
"49-019-27471","Bruin","Bear Draw","Fort Union"
"49-019-27473","Irvine","Fletcher/Tex","Fort Union"
"49-019-27474","Irvine","Fletcher/Tex","Fort Union"
"49-019-27475","Bruin","Bear Draw","Fort Union"
"49-019-27476","Bruin","Bear Draw","Fort Union"
"49-019-27477","Bruin","Bear Draw","Fort Union"
"49-019-27478","Bruin","Bear Draw","Fort Union"
"49-019-27479","Bruin","Bear Draw","Fort Union"
"49-019-27480","Bruin","Bear Draw","Fort Union"
"49-019-27481","Bruin","Bear Draw","Fort Union"
"49-019-27483","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-27484","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-27488","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-27489","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-27496","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-27497","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-27498","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-27499","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-27500","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-27501","Irvine","Fletcher/Tex","Fort Union"
"49-019-27560","Pebble Beach","Augusta","Fort Union"
"49-019-27562","Pebble Beach","Augusta","Fort Union"
"49-019-27564","Pebble Beach","Augusta","Fort Union"
"49-019-27566","Pebble Beach","Augusta","Fort Union"
"49-019-27568","Pebble Beach","Augusta","Fort Union"
"49-019-27570","Pebble Beach","Augusta","Fort Union"
"49-019-27572","Pebble Beach","Augusta","Fort Union"
"49-019-27576","Pebble Beach","Augusta","Fort Union"
"49-019-27577","Pebble Beach","Augusta","Fort Union"
"49-019-27578","Pebble Beach","Augusta","Fort Union"
"49-019-27579","Pebble Beach","Augusta","Fort Union"
"49-019-27580","Pebble Beach","Augusta","Fort Union"
"49-019-27581","Pebble Beach","Augusta","Fort Union"
"49-019-27582","Pebble Beach","Augusta","Fort Union"
"49-019-27583","Pebble Beach","Augusta","Fort Union"
"49-019-27584","Pebble Beach","Augusta","Fort Union"
"49-019-27585","Pebble Beach","Augusta","Fort Union"
"49-019-27586","Pebble Beach","Augusta","Fort Union"
"49-019-27587","Pebble Beach","Augusta","Fort Union"
"49-019-27589","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-27591","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-27597","Pebble Beach","Augusta","Fort Union"
"49-019-27598","Pebble Beach","Augusta","Fort Union"
"49-019-27599","Pebble Beach","Augusta","Fort Union"
"49-019-27637","Gary","Gary","Fort Union"
"49-019-27638","Nichols","Bombsite","Fort Union"
"49-019-27639","Gary","Gary","Fort Union"
"49-019-27640","Gary","Gary","Fort Union"
"49-019-27641","Gary","Gary","Fort Union"
"49-019-27642","Jack Daniels","Whiskey Draw","Fort Union"
"49-019-27643","Gary","Gary","Fort Union"
"49-019-27644","Gary","Gary","Fort Union"
"49-019-27645","Gary","Gary","Fort Union"
"49-019-27646","Gary","Gary","Fort Union"
"49-019-27647","Gary","Gary","Fort Union"
"49-019-27648","Gary","Gary","Fort Union"
"49-019-27649","Gary","Gary","Fort Union"
"49-019-27650","Gary","Gary","Fort Union"
"49-019-27651","Gary","Gary","Fort Union"
"49-019-27652","Gary","Gary","Fort Union"
"49-019-27653","Gary","Gary","Fort Union"
"49-019-27654","Gary","Gary","Fort Union"
"49-019-27655","Gary","Gary","Fort Union"
"49-019-27656","Gary","Gary","Fort Union"
"49-019-27658","Gary","Gary","Fort Union"
"49-019-27659","Nichols","Bombsite","Fort Union"
"49-019-27660","Coal Gulch","Bear Draw","Fort Union"
"49-019-27663","Irvine","Fletcher/Tex","Fort Union"
"49-019-27666","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-27669","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-27672","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-27673","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-27674","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-27675","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-27676","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-27677","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-27678","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-27680","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-27681","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-27683","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-27684","The Chair","Table ountain","Thunder Creek"
"49-019-27685","Coal Gulch","Bear Draw","Fort Union"
"49-019-27690","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-27718","Bruin","Bear Draw","Fort Union"
"49-019-27719","Bruin","Bear Draw","Fort Union"
"49-019-27720","Bruin","Bear Draw","Fort Union"
"49-019-27723","Big ike","onarch","Fort Union"
"49-019-27724","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-27734","Surfer","alibu","Fort Union"
"49-019-27735","Surfer","alibu","Fort Union"
"49-019-27736","Surfer","alibu","Fort Union"
"49-019-27737","Surfer","alibu","Fort Union"
"49-019-27738","Surfer","alibu","Fort Union"
"49-019-27739","Surfer","alibu","Fort Union"
"49-019-27749","Surfer","alibu","Fort Union"
"49-019-27750","Surfer","alibu","Fort Union"
"49-019-27751","Surfer","alibu","Fort Union"
"49-019-27752","Surfer","alibu","Fort Union"
"49-019-27753","Surfer","alibu","Fort Union"
"49-019-27754","Surfer","alibu","Fort Union"
"49-019-27755","Surfer","alibu","Fort Union"
"49-019-27756","Surfer","alibu","Fort Union"
"49-019-27757","Surfer","alibu","Fort Union"
"49-019-27758","Surfer","alibu","Fort Union"
"49-019-27759","Bruin","Bear Draw","Fort Union"
"49-019-27760","Bruin","Bear Draw","Fort Union"
"49-019-27761","Bruin","Bear Draw","Fort Union"
"49-019-27764","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-27789","The Chair","Table ountain","Thunder Creek"
"49-019-27791","The Chair","Table ountain","Thunder Creek"
"49-019-27793","The Chair","Table ountain","Thunder Creek"
"49-019-27795","The Chair","Table ountain","Thunder Creek"
"49-019-27797","The Chair","Table ountain","Thunder Creek"
"49-019-27798","The Chair","Table ountain","Thunder Creek"
"49-019-27817","The Chair","Table ountain","Thunder Creek"
"49-019-27820","The Chair","Table ountain","Thunder Creek"
"49-019-27833","Citation","Falcon","Fort Union"
"49-019-27841","The Chair","Table ountain","Thunder Creek"
"49-019-27842","The Chair","Table ountain","Thunder Creek"
"49-019-27843","The Chair","Table ountain","Thunder Creek"
"49-019-27844","The Chair","Table ountain","Thunder Creek"
"49-019-27845","The Chair","Table ountain","Thunder Creek"
"49-019-27848","The Chair","Table ountain","Thunder Creek"
"49-019-27849","The Chair","Table ountain","Thunder Creek"
"49-019-27850","The Chair","Table ountain","Thunder Creek"
"49-019-27851","The Chair","Table ountain","Thunder Creek"
"49-019-27852","The Chair","Table ountain","Thunder Creek"
"49-019-27853","The Chair","Table ountain","Thunder Creek"
"49-019-27854","The Chair","Table ountain","Thunder Creek"
"49-019-27855","The Chair","Table ountain","Thunder Creek"
"49-019-27856","The Chair","Table ountain","Thunder Creek"
"49-019-27857","The Chair","Table ountain","Thunder Creek"
"49-019-27860","The Chair","Table ountain","Thunder Creek"
"49-019-27861","The Chair","Table ountain","Thunder Creek"
"49-019-27862","The Chair","Table ountain","Thunder Creek"
"49-019-27939","Citation","Falcon","Fort Union"
"49-019-27941","Crow","Indian Creek","Fort Union"
"49-019-27943","Royal","Jaq/Newport/Pumpkin","Fort Union"
"49-019-27944","Royal","Jaq/Newport/Pumpkin","Fort Union"
"49-019-27947","Wormwood","Jaq/Newport/Pumpkin","Fort Union"
"49-019-27948","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-27950","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-27952","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-27968","Kessler","Whiskey Draw","Fort Union"
"49-019-27970","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-27988","Coal Gulch","Bear Draw","Fort Union"
"49-019-27989","Coal Gulch","Bear Draw","Fort Union"
"49-019-27990","Bruin","Bear Draw","Fort Union"
"49-019-27991","Bruin","Bear Draw","Fort Union"
"49-019-27992","Coal Gulch","Bear Draw","Fort Union"
"49-019-27993","Bruin","Bear Draw","Fort Union"
"49-019-27994","Glasair","Legacy","Fort Union"
"49-019-28006","Irvine","Fletcher/Tex","Fort Union"
"49-019-28009","Bruin","Bear Draw","Fort Union"
"49-019-28010","Bruin","Bear Draw","Fort Union"
"49-019-28011","Bruin","Bear Draw","Fort Union"
"49-019-28012","Bruin","Bear Draw","Fort Union"
"49-019-28020","The Chair","Table ountain","Thunder Creek"
"49-019-28021","The Chair","Table ountain","Thunder Creek"
"49-019-28025","The Chair","Table ountain","Thunder Creek"
"49-019-28034","Crow","Indian Creek","Fort Union"
"49-019-28036","Nile/Congo","Amazon/River","Fort Union"
"49-019-28037","Pebble Beach","Augusta","Fort Union"
"49-019-28038","Gary","Gary","Fort Union"
"49-019-28039","Dewars","Whiskey Draw","Fort Union"
"49-019-28040","Dewars","Whiskey Draw","Fort Union"
"49-019-28041","Deer Gulch","Falcon","Fort Union"
"49-019-28064","Deer Gulch","Falcon","Fort Union"
"49-019-28073","Dewars","Whiskey Draw","Fort Union"
"49-019-28074","Dewars","Whiskey Draw","Fort Union"
"49-019-28082","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-28083","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-28088","Nile/Congo","Amazon/River","Fort Union"
"49-019-28091","Nile/Congo","Amazon/River","Fort Union"
"49-019-28093","Nile/Congo","Amazon/River","Fort Union"
"49-019-28094","Nile/Congo","Amazon/River","Fort Union"
"49-019-28095","Nile/Congo","Amazon/River","Fort Union"
"49-019-28098","Nile/Congo","Amazon/River","Fort Union"
"49-019-28099","Nile/Congo","Amazon/River","Fort Union"
"49-019-28100","Nile/Congo","Amazon/River","Fort Union"
"49-019-28101","Nile/Congo","Amazon/River","Fort Union"
"49-019-28102","Nile/Congo","Amazon/River","Fort Union"
"49-019-28103","Nile/Congo","Amazon/River","Fort Union"
"49-019-28104","Nile/Congo","Amazon/River","Fort Union"
"49-019-28105","Nile/Congo","Amazon/River","Fort Union"
"49-019-28106","Nile/Congo","Amazon/River","Fort Union"
"49-019-28107","Nile/Congo","Amazon/River","Fort Union"
"49-019-28108","Nile/Congo","Amazon/River","Fort Union"
"49-019-28109","Nile/Congo","Amazon/River","Fort Union"
"49-019-28110","errill eadows","Bombsite","Fort Union"
"49-019-28111","errill eadows","Bombsite","Fort Union"
"49-019-28112","errill eadows","Bombsite","Fort Union"
"49-019-28114","Nile/Congo","Amazon/River","Fort Union"
"49-019-28148","Irvine","Fletcher/Tex","Fort Union"
"49-019-28150","Irvine","Fletcher/Tex","Fort Union"
"49-019-28151","Irvine","Fletcher/Tex","Fort Union"
"49-019-28153","idnight","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28189","Citation","Falcon","Fort Union"
"49-019-28190","Citation","Falcon","Fort Union"
"49-019-28191","Citation","Falcon","Fort Union"
"49-019-28260","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28261","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28274","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-28276","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-28277","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-28278","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-28287","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-28297","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28299","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28300","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28301","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28302","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28303","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28304","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28305","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28306","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28307","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28308","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28309","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28310","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28311","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28325","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28330","Citation","Falcon","Fort Union"
"49-019-28340","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-28342","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-28346","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-28348","Juniper Draw","Juniper Draw 1","Thunder Creek"
"49-019-28350","Citation","Falcon","Fort Union"
"49-019-28351","Citation","Falcon","Fort Union"
"49-019-28352","Citation","Falcon","Fort Union"
"49-019-28353","Citation","Falcon","Fort Union"
"49-019-28354","Citation","Falcon","Fort Union"
"49-019-28362","Irvine","Fletcher/Tex","Fort Union"
"49-019-28364","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-28367","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28368","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28369","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28371","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28372","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28373","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28374","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28375","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28376","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28377","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28378","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28381","Deer Gulch","Falcon","Fort Union"
"49-019-28382","Deer Gulch","Falcon","Fort Union"
"49-019-28383","Deer Gulch","Falcon","Fort Union"
"49-019-28384","Deer Gulch","Falcon","Fort Union"
"49-019-28385","Citation","Falcon","Fort Union"
"49-019-28386","Citation","Falcon","Fort Union"
"49-019-28387","Citation","Falcon","Fort Union"
"49-019-28388","Citation","Falcon","Fort Union"
"49-019-28389","Citation","Falcon","Fort Union"
"49-019-28390","Citation","Falcon","Fort Union"
"49-019-28399","The Chair","Table ountain","Thunder Creek"
"49-019-28402","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28403","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-28410","Deer Gulch","Falcon","Fort Union"
"49-019-28411","Deer Gulch","Falcon","Fort Union"
"49-019-28412","Deer Gulch","Falcon","Fort Union"
"49-019-28413","Big Cat","Whiskey Draw","Fort Union"
"49-019-28416","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-28417","Bruin","Bear Draw","Fort Union"
"49-019-28418","Bruin","Bear Draw","Fort Union"
"49-019-28445","Gulfstream","Westwind","Fort Union"
"49-019-28447","Gulfstream","Westwind","Fort Union"
"49-019-28448","Gulfstream","Westwind","Fort Union"
"49-019-28450","Gulfstream","Westwind","Fort Union"
"49-019-28451","Gulfstream","Westwind","Fort Union"
"49-019-28453","Gulfstream","Westwind","Fort Union"
"49-019-28454","Gulfstream","Westwind","Fort Union"
"49-019-28455","Bruin","Bear Draw","Fort Union"
"49-019-28456","Astra","Westwind","Fort Union"
"49-019-28457","Gulfstream","Westwind","Fort Union"
"49-019-28458","Big Cat","Whiskey Draw","Fort Union"
"49-019-28461","Big Cat","Whiskey Draw","Fort Union"
"49-019-28463","Deer Gulch","Falcon","Fort Union"
"49-019-28468","Big Cat","Whiskey Draw","Fort Union"
"49-019-28469","Big Cat","Whiskey Draw","Fort Union"
"49-019-28477","Bruin","Bear Draw","Fort Union"
"49-019-28479","Bruin","Bear Draw","Fort Union"
"49-019-28480","Bruin","Bear Draw","Fort Union"
