apicode,primary_screw,recip,sales_delivery_point
"49-019-23901","Big Cat","Whiskey Draw","Fort Union"
"49-019-23902","Crow","Indian Creek","Fort Union"
"49-019-23903","Crow","Indian Creek","Fort Union"
"49-019-23904","Crow","Indian Creek","Fort Union"
"49-019-23905","Crow","Indian Creek","Fort Union"
"49-019-23906","Crow","Indian Creek","Fort Union"
"49-019-23907","Crow","Indian Creek","Fort Union"
"49-019-23908","Crow","Indian Creek","Fort Union"
"49-019-23909","Big Cat","Whiskey Draw","Fort Union"
"49-019-23910","Big Cat","Whiskey Draw","Fort Union"
"49-019-23911","Big Cat","Whiskey Draw","Fort Union"
"49-019-23912","Kessler","Whiskey Draw","Fort Union"
"49-019-23913","Big Cat","Whiskey Draw","Fort Union"
"49-019-23914","Big Cat","Whiskey Draw","Fort Union"
"49-019-23915","Big Cat","Whiskey Draw","Fort Union"
"49-019-23916","Big Cat","Whiskey Draw","Fort Union"
"49-019-23917","Big Cat","Whiskey Draw","Fort Union"
"49-019-23918","Big Cat","Whiskey Draw","Fort Union"
"49-019-23919","Big Cat","Whiskey Draw","Fort Union"
"49-019-23920","Crow","Indian Creek","Fort Union"
"49-019-23921","Crow","Indian Creek","Fort Union"
"49-019-23922","Crow","Indian Creek","Fort Union"
"49-019-23923","Crow","Indian Creek","Fort Union"
"49-019-23924","Big Cat","Whiskey Draw","Fort Union"
"49-019-23925","Kessler","Whiskey Draw","Fort Union"
"49-019-23926","Kessler","Whiskey Draw","Fort Union"
"49-019-23927","Kessler","Whiskey Draw","Fort Union"
"49-019-23928","Kessler","Whiskey Draw","Fort Union"
"49-019-23929","Kessler","Whiskey Draw","Fort Union"
"49-019-23930","Kessler","Whiskey Draw","Fort Union"
"49-019-23931","Deer Gulch","Falcon","Fort Union"
"49-019-23932","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23933","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23934","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23935","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23936","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23937","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23938","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23939","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23940","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23941","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23942","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23944","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23945","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23946","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23947","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23948","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23949","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23950","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23951","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23952","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23953","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23955","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23957","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23958","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23966","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23967","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23968","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23970","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23971","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23974","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23977","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23980","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23982","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23983","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23984","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23985","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23986","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23987","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23988","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23989","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23991","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23993","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23994","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23997","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23998","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-23999","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24000","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24001","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24002","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24003","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24004","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24005","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24006","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24007","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24008","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24009","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24010","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24011","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24012","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24013","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24014","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24015","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24016","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24017","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24018","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24019","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24020","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24021","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24022","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24023","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24024","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24025","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24026","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24027","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24029","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24030","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24031","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24032","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24033","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24034","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24035","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24036","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24037","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24038","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24039","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24040","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24041","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24042","Gus","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24043","Big ike","onarch","Fort Union"
"49-019-24044","Big ike","onarch","Fort Union"
"49-019-24045","Big ike","onarch","Fort Union"
"49-019-24046","Big ike","onarch","Fort Union"
"49-019-24047","Big ike","onarch","Fort Union"
"49-019-24048","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24049","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24050","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24051","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24052","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24053","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24054","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24055","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24056","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24057","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24058","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24059","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24060","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24061","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24062","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24063","Big ike","onarch","Fort Union"
"49-019-24064","Big ike","onarch","Fort Union"
"49-019-24065","Big ike","onarch","Fort Union"
"49-019-24066","Big ike","onarch","Fort Union"
"49-019-24067","Big ike","onarch","Fort Union"
"49-019-24068","Big ike","onarch","Fort Union"
"49-019-24069","Big ike","onarch","Fort Union"
"49-019-24070","Big ike","onarch","Fort Union"
"49-019-24071","Surfer","alibu","Fort Union"
"49-019-24072","Surfer","alibu","Fort Union"
"49-019-24073","Surfer","alibu","Fort Union"
"49-019-24074","Surfer","alibu","Fort Union"
"49-019-24075","Surfer","alibu","Fort Union"
"49-019-24076","Surfer","alibu","Fort Union"
"49-019-24077","Surfer","alibu","Fort Union"
"49-019-24079","Surfer","alibu","Fort Union"
"49-019-24080","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24081","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24082","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24083","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24084","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24085","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24086","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24087","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24088","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24089","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24090","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24091","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24092","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24093","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24094","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24095","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24096","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24097","Bert","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24098","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24099","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24101","Coach","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24102","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24103","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24104","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24106","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24107","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24108","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24109","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24110","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24111","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24112","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24113","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24114","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24115","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24116","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24117","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24118","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24119","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24120","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24121","Perla","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24122","Lucifer","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24123","Cinderella","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24145","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-24146","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-24148","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-24149","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-24150","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-24151","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-24152","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-24153","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-019-24159","Big Cat","Whiskey Draw","Fort Union"
"49-019-24160","Big Cat","Whiskey Draw","Fort Union"
"49-019-24162","Citation","Falcon","Fort Union"
"49-019-24163","Citation","Falcon","Fort Union"
"49-019-24164","Citation","Falcon","Fort Union"
"49-019-24165","Citation","Falcon","Fort Union"
"49-019-24166","Citation","Falcon","Fort Union"
"49-019-24167","Citation","Falcon","Fort Union"
"49-019-24169","Deer Gulch","Falcon","Fort Union"
"49-019-24171","Cessna","Falcon","Fort Union"
"49-019-24172","Glasair","Legacy","Fort Union"
"49-019-24174","Bridge Draw","Flying Creek","Fort Union"
"49-019-24175","Bridge Draw","Flying Creek","Fort Union"
"49-019-24177","Big Cat","Whiskey Draw","Fort Union"
"49-019-24179","Nile/Congo","Amazon/River","Fort Union"
"49-019-24180","Royal","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24181","Royal","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24182","Gus","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24183","Gus","Jaq/Newport/Pumpkin","Fort Union"
"49-019-24184","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24185","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24186","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24187","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24188","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24189","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24190","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24191","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24192","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24193","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24194","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24195","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24196","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24197","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24198","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24199","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24200","Irvine","Fletcher/Tex","Fort Union"
"49-019-24201","Irvine","Fletcher/Tex","Fort Union"
"49-019-24202","Irvine","Fletcher/Tex","Fort Union"
"49-019-24203","Irvine","Fletcher/Tex","Fort Union"
"49-019-24204","Irvine","Fletcher/Tex","Fort Union"
"49-019-24205","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24207","Deer Gulch","Falcon","Fort Union"
"49-019-24208","Deer Gulch","Falcon","Fort Union"
